fips_cd,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_gini,beta_ln_pop_den,beta_pct_internet_access21,beta_pct_bach_higher_18_22,beta_pct_pop_urban20,beta_sex_ratio17_21,beta_median_age17_21,beta_pct_blck17_21,beta_pct_hisplat17_21,se_Intercept,se_gini,se_ln_pop_den,se_pct_internet_access21,se_pct_bach_higher_18_22,se_pct_pop_urban20,se_sex_ratio17_21,se_median_age17_21,se_pct_blck17_21,se_pct_hisplat17_21,t_Intercept,t_gini,t_ln_pop_den,t_pct_internet_access21,t_pct_bach_higher_18_22,t_pct_pop_urban20,t_sex_ratio17_21,t_median_age17_21,t_pct_blck17_21,t_pct_hisplat17_21,p_Intercept,p_gini,p_ln_pop_den,p_pct_internet_access21,p_pct_bach_higher_18_22,p_pct_pop_urban20,p_sex_ratio17_21,p_median_age17_21,p_pct_blck17_21,p_pct_hisplat17_21,sumW_Intercept,sumW_gini,sumW_ln_pop_den,sumW_pct_internet_access21,sumW_pct_bach_higher_18_22,sumW_pct_pop_urban20,sumW_sex_ratio17_21,sumW_median_age17_21,sumW_pct_blck17_21,sumW_pct_hisplat17_21,local_CN,local_vdp_Intercept,local_vdp_gini,local_vdp_ln_pop_den,local_vdp_pct_internet_access21,local_vdp_pct_bach_higher_18_22,local_vdp_pct_pop_urban20,local_vdp_sex_ratio17_21,local_vdp_median_age17_21,local_vdp_pct_blck17_21,local_vdp_pct_hisplat17_21
45001.0,1233904.4270000001,1327933.576,-0.6094168654377521,0.20143538359561008,-0.6328137859098188,0.023396920472066762,0.83803233632296,0.14541571722426108,-0.18072055221094058,-0.0368061974988588,0.061071988583941736,0.6254924409968837,-0.03328708423598081,0.002558821029943137,0.05185627178659055,-0.22546990724984944,0.04361077133291924,0.08149169710349302,0.05312422563673062,0.04553180466860164,0.059861622243235116,0.07357178945550895,0.01880597518161301,0.01625914069726913,0.04758539296501939,0.015872365965196172,0.06179234977403005,1.7844237191377383,-3.4018482160422985,-0.808362369265808,1.0202194042752224,8.501797300650647,-1.7700270214397753,0.15737738405652116,1.0897518871959455,-14.205185776603455,0.7057632780174331,0.07445264041733539,0.0006778008017427563,0.4189440565850172,0.3077040529579347,2.859629558119797e-17,0.07682094742536288,0.8749576887586604,0.2759071822756403,2.046375408498194e-44,0.48038841044684366,14.063430877057415,30.706984116305605,226.07523579430094,14.063430877057415,16.848109805618716,1159.2605496060787,241.393199284919,46.35608361412783,2340.239219324786,178.09180444058282,3.1368887494191044,0.014514337792212456,0.2234211285735103,0.016746135074712204,0.7737857136436814,0.7024452104663841,0.002050282965753725,0.00260750435828451,0.0004232018622389412,0.0005167332637330668,0.017162611587730504
22001.0,344553.8048,808141.3014,-0.9278520067674499,-0.006162485310565735,-0.707664648406777,-0.22018735836067294,0.8461136395003396,0.05811377554667928,-0.2264517658014488,0.10369793554197898,0.1384376421255158,0.45692929107972746,-0.0487007674066153,0.054601576768408044,0.04055010697504176,-0.2262712495764171,-0.13392098684898762,0.08533790238387576,0.04371815091818309,0.03448900214742563,0.08451074781197992,0.08733502368259304,0.01741367087003951,0.017398479235942167,0.05223426547833564,0.015898291536218374,0.026226583268107884,0.6809843448608087,-5.179811154987889,3.0066957315469716,1.6381069356232982,5.231913518915083,-2.796697363242677,3.1382959411539195,0.7763123804595294,-14.232425481753292,-5.106307042741574,0.49593227477618207,2.363145842618371e-07,0.002662240835379506,0.1015009064842595,1.789284302674621e-07,0.005194633495145222,0.0017152991306651248,0.43762380848310656,1.420053592733261e-44,3.4836576138041056e-07,15.237139008072003,33.023777575200334,203.0492123273521,15.237139008072003,18.382121407738715,861.9464456984092,212.9317866958597,51.244868658708896,2094.690669364255,166.5434518743962,4.830340050992358,0.8130917910172963,0.2005668715568901,0.06342595253484172,0.441792229875334,0.8008096125803832,0.015436216646362747,0.027156499143752882,0.12655628555098458,0.006431556914015811,0.006426055722460479
51001.0,1763272.5159999998,1826266.62,-0.513037074884376,-0.3017205174280828,0.010157689496310842,-0.5231947643806868,0.8878172380293782,0.552743601441929,-0.4818037400407005,-0.17111953927696189,0.48249501870834594,0.44476196611244134,-0.030298172351916397,0.014566170968314685,0.08757627811307643,-0.2250575603602737,0.09916471706856342,0.08719525340095771,0.05075740953038421,0.04594824491526159,0.08798185332092086,0.06739128805045543,0.018872508132481574,0.024519457200255123,0.04437406954569567,0.01586415027450781,0.05663753389386071,6.339147830676044,-9.492283875367692,-3.724180098555298,5.484028813855588,6.599695286717934,-1.605413129999931,0.5940658004518602,1.9735913115404449,-14.186549954832433,1.7508657289775198,2.645729930071074e-10,4.3590541607175925e-21,0.00019944113696388532,4.491419910780933e-08,4.827828120285012e-11,0.10850480503205966,0.5525114654027283,0.04851693373294277,2.626596100420599e-44,0.08006797866342444,12.65016266658307,25.982098965185013,236.07444632149367,12.65016266658307,14.714211876277265,1116.6961489898436,253.42185881335263,49.25659214940407,2182.0333812812423,187.41584308149953,3.0261679671823827,0.09156690690018662,0.029570958321769952,0.49882562083463466,0.45368103041008445,0.26446565734918653,0.1206754988667572,0.07953394987179155,0.5704144794286716,0.004520365884470818,0.011259617586772568
16001.0,-1618321.17,2446011.9390000002,1.3563621959856103,-0.09472585552464818,1.2827877142868176,0.07357448169879266,0.6965568005696754,-0.07794921237704869,-0.06448399684577844,0.16449426259362515,0.28051506382652625,0.38961612067817103,-0.06407398466623365,0.027807253713713648,0.03372373664262622,-0.22745213884834461,0.0009607280034546984,0.0860338092814664,0.05723902723384972,0.02524061593061873,0.11370155118039182,0.08790357385333655,0.015871268210075982,0.019634586168058476,0.033828971557951476,0.015948367990399514,0.02459819195229018,-0.906030001787224,-1.12657394721838,6.5170462973560594,2.467117298879049,4.432312630749568,-4.03710553045508,1.4162383396167757,0.9968892073722968,-14.261781455335408,0.03905685447605637,0.36499040943063576,0.2600098864356711,8.338816813243836e-11,0.013674264296666653,9.64621877341455e-06,5.5424938028014865e-05,0.15680623576088557,0.3188961216346144,9.571961052675429e-45,0.9688475756008479,16.240737233306632,28.56657065262716,244.71199516665334,16.240737233306632,18.817254828610217,778.9015965016367,254.3274019950125,44.38377279475932,1299.255984453367,207.1671741516604,5.545647705197858,0.8162248356293585,0.18574007297072972,0.008931771584541408,0.9548230956350694,0.7312002697935226,0.0009830627856395456,0.0014608069619742243,0.2611555192258763,1.735579298050165e-06,0.03999887011084639
19001.0,126979.73,2037042.987,0.13857984239520998,0.5142019860369622,-0.26662974074957496,0.40520958314478495,0.7647779853753366,0.06508315459336533,-0.2044523591884601,0.12833097405861363,0.507566654188323,0.4870879566850056,-0.058648985873597376,0.006266993497750086,0.13579828902951369,-0.22724325470635515,0.05809826409057471,0.07545430672102035,0.06750802868842194,0.032907512005969676,0.1456649131802187,0.08918726252474214,0.01729795816417172,0.028544571501349158,0.056622844142316574,0.015880232655215418,0.05124442835151508,0.8625505610170058,-3.0285636117756316,3.8997470861769616,3.4844812186195746,5.4614071886092335,-3.3905149565613875,0.2195511499429542,2.398295088960854,-14.30981898314465,1.133747920691889,0.388451364750123,0.0024774494253653606,9.833604268772583e-05,0.0004999284274116859,5.096943351588079e-08,0.0007063464445846885,0.8262351992830226,0.016530373178573195,5.01213439867953e-45,0.2569879980714753,15.667500473889229,30.34808569112502,218.96551240208956,15.667500473889229,17.463516832710987,953.5998093457956,237.80618183586802,46.89506472479675,1952.5551990297981,173.5810682958147,3.830975299360096,0.24596717828861614,0.075895555755804,0.0009400988175842915,0.8479414687680953,0.8431279124798418,0.0007387683199172936,9.634380770330552e-05,0.14185296967872058,0.0008563206855811627,0.056749010078515495
21001.0,941700.8,1615562.7,-1.0948049772888702,-0.699929086775789,-0.7300322120732438,-0.3647727652156264,0.8528183928008197,-0.316485779836131,-0.14937120734455087,-0.04361660070132258,0.2659184692503509,0.6386522653045541,-0.039310437942841676,0.04214098525647698,0.11802991336965318,-0.22562278411408473,0.17000494014750447,0.08347357670108145,0.05759507342565749,0.04353580252480554,0.10163733615765601,0.0780045288345256,0.018766587878912465,0.026400709605964145,0.0657573269752855,0.015868864488296393,0.061228670941150906,-3.791448651702866,-2.59347194925198,-1.0018559018516084,2.616346308386794,8.187374180021713,-2.0947035335610376,1.5962065370756917,1.7949317406714849,-14.217953923576957,2.776557738953739,0.00015262591096999235,0.00954593529914856,0.3164914121836815,0.008930785899395425,3.8574448657208517e-16,0.03627835728912991,0.11054464929544854,0.07276198824250876,1.7244052900107996e-44,0.00552680281974636,14.601335474833604,31.23841302845445,214.6676591093253,14.601335474833604,18.273553427696008,1145.534750703904,227.7974275030361,46.87094608969997,2408.2469283464993,170.9055754421762,5.753085337831679,0.777727258080138,0.06236486208507594,0.0030827668468347193,0.14482630001172156,0.9334734157476289,2.2492890007180115e-07,0.0036626833916997407,2.5430702571049995e-05,1.4609262744902498e-06,0.0014838007626716502
29001.0,286828.6436,1913466.126,-0.732261598479144,-0.3949694671484125,-0.6247434203381497,-0.10751817814099429,0.6914608539264621,-0.3250781072295512,-0.1982701471134761,0.10183748317544383,0.03888191626603143,0.3773334193589039,-0.05795009576567005,0.008142033948854481,0.05661035573193265,-0.22662017248223126,0.045919280371468495,0.07991215202674842,0.05858847941599161,0.035520279367812414,0.08728078201532807,0.11006825140942662,0.017690817851609416,0.028879514963536593,0.05751162814857759,0.01587335881069462,0.052677041920047504,-4.06794334759925,-3.384114916274114,2.86702371118529,0.4454808420392368,3.42817674058723,-3.2757160382157267,0.281931118273096,0.9843288662543762,-14.276762415875506,0.8717133441388785,4.861221519787555e-05,0.0007229563712803587,0.004171485459632499,0.6560034183928818,0.0006155760089218791,0.0010655493077051479,0.7780151532495745,0.3250306819721539,7.824616858513044e-45,0.3834323057476591,14.060951061035455,30.25876908751061,201.86699967323202,14.060951061035455,17.767701345121164,944.9931703756295,213.25079798372832,48.06982831333172,2168.752124980988,161.33691612884107,4.520852067479424,0.004580773569622607,0.23301444926338358,0.0010831169151937477,0.721180205179374,0.7836629950422631,0.0003426482144080797,0.0006774784822789827,0.1469531594078988,0.0003023889234773556,0.0013347400025054922
40001.0,120019.6932,1426581.916,-1.01192099074058,0.5835935927726517,-1.455929680220427,0.44400868947984695,0.7572371443694412,-0.38129410045605594,-0.25234883443626815,0.1729848999675784,0.16218889791759517,0.4542399843779531,-0.05826159545342131,0.03417215384782063,-0.031109026314003065,-0.22679592203835225,0.0023328001478049414,0.0778423845446662,0.07553441056943354,0.031839926097056964,0.07903034970074688,0.10356222720320729,0.017122037902732572,0.018955143496474834,0.04844359394503143,0.015896717352612146,0.042564886916533116,-4.898283919312212,-3.34084601354374,5.432955448460284,2.052235609885735,4.386155035915309,-3.40272552743988,1.802790564691624,-0.6421700741134573,-14.266839939824758,0.05480574052456443,1.0163380879102573e-06,0.0008451302470138506,5.97164675934012e-08,0.04023059942397759,1.1921555450006151e-05,0.0006756364286419541,0.07151822421123831,0.5208102607401424,8.94235133096447e-45,0.9562967597866552,14.453023727824743,30.41924489463956,186.82805223760474,14.453023727824743,17.636035316987265,934.0230998768823,199.31507644185535,47.72684916098863,2127.4340455719057,150.86619410040925,3.4404049014286753,0.15075734733200424,0.14327117189553132,0.0009841564648180813,0.6604812326960201,0.8813056679675954,0.0007154057114019137,0.006646274646631688,0.2454301711916998,3.7886385562709143e-06,0.0017838059217229465
8001.0,-705908.0571,1903866.061,1.4541903167249,0.4577442756877077,1.2995136664717466,0.15467665025315336,0.878047038003746,-0.163280288455165,-0.21805661579958902,0.15587827587277855,1.1238835409097758,0.23563117528420535,-0.0648124449379993,0.010282983144194801,0.07334014137776626,-0.2279078566672501,-0.13015537547556855,0.09193395849384924,0.05696266068374895,0.028219559351929758,0.10409561321231435,0.06188409582129317,0.016047558625371054,0.019064102922577476,0.03615556603795846,0.015920393983277804,0.022646634476853066,-1.7760606758392672,-3.8280623338544126,5.523767183207949,10.796646527433321,3.8076208783053596,-4.0387729031587005,0.5393898252624696,2.0284606055059133,-14.315465867656048,-5.747228163575443,0.07582101581650343,0.00013170936535732513,3.5924437057993416e-08,1.0595106418333174e-26,0.00014302816208175125,5.5034542371383654e-05,0.5896566498876528,0.04259861564658946,4.644505774534007e-45,9.952299637062886e-09,15.719415754499718,32.17732136728615,183.37720816628638,15.719415754499718,17.855928050157374,894.8808859569681,194.79279001658458,50.53085459170032,1751.5090070088195,150.86858874040456,9.28251664280163,0.6942478854384414,0.21280793685891317,0.014726961484426548,0.9893378460183059,0.463735841788641,0.00018670231477899366,0.07300815366409269,0.020113973020170074,0.0004978825478791018,0.0011819670690575816
16003.0,-1600818.676,2606270.108,-0.45510386744792,0.19015712727743006,-0.45098629412619107,-0.004117573321728907,0.6697918566126622,-0.17478279226192406,-0.097448897761754,0.1705589459820128,0.22277253367735386,0.31074089182497944,-0.06339460820914854,0.02878917858151102,0.031129204907979144,-0.2273487214147501,0.013798976039328111,0.08279279981526524,0.06168897453225269,0.025456815740375848,0.11370378420237108,0.0824303923077805,0.01589399877563909,0.020019052366581715,0.03385411140465461,0.015945543321660628,0.02638706136485069,-2.111086865668454,-1.579680947862167,6.699932455083035,1.9592358797914868,3.7697369031646475,-3.988587711879918,1.4380889791551514,0.9195103228643355,-14.25782219072565,0.5229447814795042,0.03484472733995395,0.1142820061749939,2.466917243890506e-11,0.0501747006091978,0.0001664675813697311,6.800442133933284e-05,0.1505097809317874,0.3579002733109665,1.0095380018835928e-44,0.6010500651542379,14.212805264785647,30.725960213605326,240.62741306908475,14.212805264785647,17.03089950143506,760.0947459549926,249.14803398859772,51.01081810220707,1279.8776820604508,204.72422421222706,3.407728250760781,0.6072110343709077,0.35092354496332967,0.0004485704838706825,0.7624136878707574,0.20525713346645727,0.00430550380507123,0.0004188995045349763,0.4762885104049512,0.00016425960401407892,0.1452420756646725
